# Frequency(cm^-1), Lineshape, Field_description, Quantum_correction, Spectra, Spectra_qm
5.567741523009457524e+03 -7.850303007898981942e-06 1.645353476251831562e+14 1.693325012522439688e+14 -1.291652334367679834e+09 -2.187187205267789971e+23
5.569409510284175667e+03 6.365297705030302923e-06 1.645876700472025000e+14 1.693801108478259688e+14 1.047649518427742839e+09 1.774509915609625778e+23
5.571077497558894720e+03 -7.840333919294795455e-06 1.646399904271855938e+14 1.694277226596313438e+14 -1.290832501418633699e+09 -2.187028110503944399e+23
5.572745484833611954e+03 6.323225376489577862e-06 1.646923087665771562e+14 1.694753366858322188e+14 1.041386586105477691e+09 1.764893423003352317e+23
5.574413472108331007e+03 -7.836312306310648702e-06 1.647446250668215625e+14 1.695229529246019688e+14 -1.290990332809667587e+09 -2.188524934150095142e+23
5.576081459383048241e+03 6.329372468616858933e-06 1.647969393293628438e+14 1.695705713741150625e+14 1.043061210703592062e+09 1.768724854771843439e+23
5.577749446657767294e+03 -7.809248000496391134e-06 1.648492515556445938e+14 1.696181920325473438e+14 -1.287348688094244242e+09 -2.183577569900174277e+23
5.579417433932485437e+03 6.308597684019913434e-06 1.649015617471100938e+14 1.696658148980756562e+14 1.040297610529085517e+09 1.765029418269382101e+23
5.581085421207203581e+03 -7.811171015339493618e-06 1.649538699052021875e+14 1.697134399688780938e+14 -1.288482887471596956e+09 -2.186728631738375948e+23
5.582753408481921724e+03 6.293390089285887709e-06 1.650061760313634062e+14 1.697610672431340938e+14 1.038448232906745076e+09 1.762880802949957262e+23
5.584421395756639868e+03 -7.804323287719762281e-06 1.650584801270358438e+14 1.698086967190240938e+14 -1.288169740291055441e+09 -2.187424247517078796e+23
5.586089383031358011e+03 6.270164440014701406e-06 1.651107821936612500e+14 1.698563283947298438e+14 1.035271755173707366e+09 1.758474592245735867e+23
5.587757370306077064e+03 -7.770986647714431803e-06 1.651630822326810312e+14 1.699039622684342188e+14 -1.283480106725524902e+09 -2.180683556253795164e+23
5.589425357580794298e+03 6.272654532364160552e-06 1.652153802455360312e+14 1.699515983383213125e+14 1.036339003713429809e+09 1.761274701014409025e+23
5.591093344855513351e+03 -7.751404235172030938e-06 1.652676762336669688e+14 1.699992366025765312e+14 -1.281056565494686127e+09 -2.177786381788152217e+23
5.592761332130230585e+03 6.244003447024526863e-06 1.653199701985140000e+14 1.700468770593862188e+14 1.032258463781513453e+09 1.755323280841658985e+23
5.594429319404949638e+03 -7.721330775142842386e-06 1.653722621415169688e+14 1.700945197069381250e+14 -1.276893937028284550e+09 -2.171926609355273541e+23
5.596097306679667781e+03 6.231300275916833754e-06 1.654245520641152812e+14 1.701421645434211875e+14 1.030810056920540214e+09 1.753842543175879287e+23
5.597765293954385925e+03 -7.734305008982057794e-06 1.654768399677479375e+14 1.701898115670253438e+14 -1.279848352233075142e+09 -2.178171499009149355e+23
5.599433281229104068e+03 6.220242972487577357e-06 1.655291258538536562e+14 1.702374607759419688e+14 1.029631381834445000e+09 1.752818319787202613e+23
5.601101268503822212e+03 -7.701776260783801476e-06 1.655814097238706562e+14 1.702851121683634688e+14 -1.275270970638423204e+09 -2.171596602802216433e+23
5.602769255778540355e+03 6.210023683178024604e-06 1.656336915792368125e+14 1.703327657424835312e+14 1.028589147439265132e+09 1.752024342960331911e+23
5.604437243053259408e+03 -7.680569126963671732e-06 1.656859714213895938e+14 1.703804214964969375e+14 -1.272562556870110035e+09 -2.168197448201891878e+23
5.606105230327976642e+03 6.206719037686021018e-06 1.657382492517660312e+14 1.704280794285997188e+14 1.028690746903687119e+09 1.753177883207671627e+23
5.607773217602695695e+03 -7.651483474424510372e-06 1.657905250718028750e+14 1.704757395369891562e+14 -1.268543462803062201e+09 -2.162558849561651304e+23
5.609441204877412929e+03 6.175888499331778064e-06 1.658427988829363125e+14 1.705234018198635938e+14 1.024226634318119407e+09 1.746546099184351618e+23
5.611109192152131982e+03 -7.646076185712209712e-06 1.658950706866022812e+14 1.705710662754226875e+14 -1.268446349303873301e+09 -2.163602463139289178e+23
5.612777179426850125e+03 6.184645441148300250e-06 1.659473404842362500e+14 1.706187329018671875e+14 1.026325462796516538e+09 1.751103500072640693e+23
5.614445166701568269e+03 -7.626041495057141462e-06 1.659996082772731875e+14 1.706664016973990938e+14 -1.265919900885716200e+09 -2.160499943212932850e+23
5.616113153976286412e+03 6.147488456530393036e-06 1.660518740671479062e+14 1.707140726602215625e+14 1.020801979013030291e+09 1.742652632169284098e+23
5.617781141251004556e+03 -7.590923737786706895e-06 1.661041378552945625e+14 1.707617457885389062e+14 -1.260883842990350962e+09 -2.153107262655943284e+23
5.619449128525722699e+03 6.129352464917730196e-06 1.661563996431470938e+14 1.708094210805567500e+14 1.018431137714579105e+09 1.739576330434400076e+23
5.621117115800441752e+03 -7.584309846456636197e-06 1.662086594321388750e+14 1.708570985344817812e+14 -1.260577972297528505e+09 -2.153786948232360755e+23
5.622785103075158986e+03 6.143373802747725918e-06 1.662609172237029062e+14 1.709047781485219375e+14 1.021402963292904615e+09 1.745626468418167578e+23
5.624453090349878039e+03 -7.524662463683398070e-06 1.663131730192719062e+14 1.709524599208863125e+14 -1.251450490234197855e+09 -2.139385397747352359e+23
5.626121077624595273e+03 6.125600648901688676e-06 1.663654268202780312e+14 1.710001438497851562e+14 1.019088166485101461e+09 1.742642230645661630e+23
5.627789064899314326e+03 -7.568606749435289035e-06 1.664176786281530938e+14 1.710478299334300312e+14 -1.259549965690392256e+09 -2.154432883240678363e+23
5.629457052174032469e+03 6.107098107926573108e-06 1.664699284443284688e+14 1.710955181700335625e+14 1.016648185029030442e+09 1.739439480141661350e+23
5.631125039448750613e+03 -7.563357851146451121e-06 1.665221762702351250e+14 1.711432085578095625e+14 -1.259466809283476114e+09 -2.155491908128409293e+23
5.632793026723468756e+03 6.083739698655804768e-06 1.665744221073036250e+14 1.711909010949731250e+14 1.013395424554852128e+09 1.734840758950679743e+23
5.634461013998186900e+03 -7.490192302336494119e-06 1.666266659569640938e+14 1.712385957797404375e+14 -1.248065770714846849e+09 -2.137170300179698837e+23
5.636129001272905043e+03 6.067068417480963941e-06 1.666789078206462500e+14 1.712862926103289062e+14 1.011252337498863697e+09 1.732136637837094536e+23
5.637796988547624096e+03 -7.505250567793526611e-06 1.667311476997793750e+14 1.713339915849571875e+14 -1.251359040942635536e+09 -2.144003393906256170e+23
5.639464975822341330e+03 6.053103450669024877e-06 1.667833855957923438e+14 1.713816927018449062e+14 1.009557086864153147e+09 1.730196024259220529e+23
5.641132963097060383e+03 -7.502647650993485596e-06 1.668356215101135938e+14 1.714293959592131562e+14 -1.251708883824892044e+09 -2.145796978708821741e+23
5.642800950371777617e+03 6.075529776422813559e-06 1.668878554441711562e+14 1.714771013552840000e+14 1.013932135074408054e+09 1.738661434935337644e+23
5.644468937646496670e+03 -7.493007174398053034e-06 1.669400873993926875e+14 1.715248088882807812e+14 -1.250883272578287363e+09 -2.145575142705379620e+23
5.646136924921214813e+03 6.035167423638626769e-06 1.669923173772052500e+14 1.715725185564280312e+14 1.007826593832831740e+09 1.729153469720451822e+23
5.647804912195932957e+03 -7.479604007252332979e-06 1.670445453790356250e+14 1.716202303579513750e+14 -1.249427051006679058e+09 -2.144269583092221267e+23
5.649472899470651100e+03 6.016233810464589661e-06 1.670967714063101562e+14 1.716679442910777188e+14 1.005293245754115820e+09 1.725766249083142406e+23
5.651140886745369244e+03 -7.450907530014458952e-06 1.671489954604546562e+14 1.717156603540350938e+14 -1.245411708910654306e+09 -2.138566940082403373e+23
5.652808874020087387e+03 5.993901296204045103e-06 1.672012175428946875e+14 1.717633785450527500e+14 1.002187594557250977e+09 1.721391271770929559e+23
5.654476861294806440e+03 -7.456584480168564985e-06 1.672534376550551562e+14 1.718110988623610938e+14 -1.247139387473525047e+09 -2.142723885963582751e+23
5.656144848569523674e+03 6.016081719663857153e-06 1.673056557983606875e+14 1.718588213041916562e+14 1.006524497444891095e+09 1.729801137446728394e+23
5.657812835844242727e+03 -7.436704291042025422e-06 1.673578719742354375e+14 1.719065458687772812e+14 -1.244591004650458574e+09 -2.139533406288116659e+23
5.659480823118959961e+03 5.983760546241345121e-06 1.674100861841030938e+14 1.719542725543518750e+14 1.001741868751299381e+09 1.722537943283667084e+23
5.661148810393679014e+03 -7.409276072539209278e-06 1.674622984293869375e+14 1.720020013591505938e+14 -1.240774400805277109e+09 -2.134156801737085514e+23
5.662816797668397157e+03 5.967601322217705016e-06 1.675145087115098438e+14 1.720497322814097188e+14 9.996598036774554253e+08 1.719912015951927957e+23
5.664484784943115301e+03 -7.419577397090420063e-06 1.675667170318941250e+14 1.720974653193666875e+14 -1.243274226194488049e+09 -2.139643430249683621e+23
5.666152772217833444e+03 5.952250808386256366e-06 1.676189233919617812e+14 1.721452004712602500e+14 9.977098722606384754e+08 1.717509659724630710e+23
5.667820759492551588e+03 -7.370789544637554064e-06 1.676711277931343125e+14 1.721929377353301875e+14 -1.235868595675221682e+09 -2.128078441441534107e+23
5.669488746767269731e+03 5.954482886580062860e-06 1.677233302368327812e+14 1.722406771098175312e+14 9.987056995754371881e+08 1.720177459283073056e+23
5.671156734041988784e+03 -7.379418720431982735e-06 1.677755307244778438e+14 1.722884185929644688e+14 -1.238085892258623123e+09 -2.133078604594975647e+23
5.672824721316706018e+03 5.922074258735973399e-06 1.678277292574895938e+14 1.723361621830143125e+14 9.938882753378893137e+08 1.712828910104268736e+23
5.674492708591425071e+03 -7.339705958927116543e-06 1.678799258372878438e+14 1.723839078782117188e+14 -1.232189292052183867e+09 -2.124096054096425659e+23
5.676160695866142305e+03 5.905124245460091541e-06 1.679321204652917812e+14 1.724316556768023125e+14 9.916600361511193514e+08 1.709935819020551429e+23
5.677828683140861358e+03 -7.347623519666216023e-06 1.679843131429203125e+14 1.724794055770330625e+14 -1.234285490183895826e+09 -2.128888276592752213e+23
5.679496670415579501e+03 5.894371575812919293e-06 1.680365038715918125e+14 1.725271575771519375e+14 9.904695921196883917e+08 1.708829033950108776e+23
5.681164657690297645e+03 -7.301000949264977328e-06 1.680886926527241562e+14 1.725749116754082500e+14 -1.227215704618247986e+09 -2.117866418311680450e+23
5.682832644965015788e+03 5.891437326419643965e-06 1.681408794877348438e+14 1.726226678700524062e+14 9.905914535110681057e+08 1.709985394743535689e+23
5.684500632239733932e+03 -7.317274892252325391e-06 1.681930643780408750e+14 1.726704261593359688e+14 -1.230714887024417400e+09 -2.125080640231451667e+23
5.686168619514452075e+03 5.861602767517587427e-06 1.682452473250588438e+14 1.727181865415117188e+14 9.861868073422459364e+08 1.703323969553159023e+23
5.687836606789171128e+03 -7.301739727319963854e-06 1.682974283302048750e+14 1.727659490148336250e+14 -1.228864018444441319e+09 -2.123058583567359248e+23
5.689504594063888362e+03 5.851147060180965846e-06 1.683496073948945312e+14 1.728137135775567188e+14 9.850383103912569284e+08 1.702281284348750930e+23
5.691172581338607415e+03 -7.274692357072036031e-06 1.684017845205430938e+14 1.728614802279373438e+14 -1.225071174768886805e+09 -2.117676166551279019e+23
5.692840568613324649e+03 5.850704291809144476e-06 1.684539597085652188e+14 1.729092489642329062e+14 9.855743050391472578e+08 1.704149128827647421e+23
5.694508555888043702e+03 -7.244294856260993098e-06 1.685061329603752500e+14 1.729570197847020625e+14 -1.220708112253277302e+09 -2.111300371223363830e+23
5.696176543162760936e+03 5.838911955227693860e-06 1.685583042773869375e+14 1.730047926876045625e+14 9.841970979981418848e+08 1.702708149029105587e+23
5.697844530437479989e+03 -7.238720471957587765e-06 1.686104736610136562e+14 1.730525676712014375e+14 -1.220524087476445198e+09 -2.112148272423489199e+23
5.699512517712198132e+03 5.836138282475469738e-06 1.686626411126682812e+14 1.731003447337547812e+14 9.843384966210644245e+08 1.703893330998121642e+23
5.701180504986915366e+03 -7.211774513099936663e-06 1.687148066337631875e+14 1.731481238735278750e+14 -1.216733142463957548e+09 -2.106750608723761672e+23
5.702848492261634419e+03 5.822284704631051118e-06 1.687669702257103750e+14 1.731959050887852188e+14 9.826093493920775652e+08 1.701839156166632470e+23
5.704516479536351653e+03 -7.202452076036171143e-06 1.688191318899212812e+14 1.732436883777924375e+14 -1.215911706955187798e+09 -2.106490288546542424e+23
5.706184466811070706e+03 5.791738605281345516e-06 1.688712916278070000e+14 1.732914737388163438e+14 9.780583790444942713e+08 1.694891779072182767e+23
5.707852454085789759e+03 -7.201733073530793221e-06 1.689234494407779688e+14 1.733392611701249375e+14 -1.216541592732557535e+09 -2.108744208669885690e+23
5.709520441360506993e+03 5.801161621379280229e-06 1.689756053302442812e+14 1.733870506699873125e+14 9.802547965911452770e+08 1.699634880860469991e+23
5.711188428635226046e+03 -7.163116635173450713e-06 1.690277592976155938e+14 1.734348422366738438e+14 -1.210765554430844069e+09 -2.099889329183123728e+23
5.712856415909943280e+03 5.776297983757685434e-06 1.690799113443009688e+14 1.734826358684559375e+14 9.766559509920139313e+08 1.694328487147080946e+23
5.714524403184662333e+03 -7.158214966167692831e-06 1.691320614717091250e+14 1.735304315636063125e+14 -1.210683653685582399e+09 -2.100904569110627908e+23
5.716192390459380476e+03 5.756455163782045139e-06 1.691842096812481875e+14 1.735782293203987500e+14 9.739013174500054121e+08 1.690480662157755071e+23
5.717860377734097710e+03 -7.129618720723556331e-06 1.692363559743258125e+14 1.736260291371082188e+14 -1.206590691781589270e+09 -2.094955506078337802e+23
5.719528365008816763e+03 5.737096229571497650e-06 1.692885003523493438e+14 1.736738310120108438e+14 9.712244170812765360e+08 1.686762652869123627e+23
5.721196352283533997e+03 -7.153115480723523262e-06 1.693406428167254062e+14 1.737216349433839688e+14 -1.211313173647991180e+09 -2.104313049545881850e+23
5.722864339558253050e+03 5.730623606990909226e-06 1.693927833688603438e+14 1.737694409295060625e+14 9.707262832274881601e+08 1.686825635320179689e+23
5.724532326832972103e+03 -7.119513471839273737e-06 1.694449220101599375e+14 1.738172489686567188e+14 -1.206365404986088753e+09 -2.096871159456413851e+23
5.726200314107689337e+03 5.767099429875426933e-06 1.694970587420294062e+14 1.738650590591167812e+14 9.775063908367195129e+08 1.699542063734903223e+23
5.727868301382408390e+03 -7.150247140389322668e-06 1.695491935658736875e+14 1.739128711991681875e+14 -1.212318636449704170e+09 -2.108378148732286188e+23
5.729536288657125624e+03 5.691188126439068158e-06 1.696013264830970000e+14 1.739606853870940938e+14 9.652330555089175701e+08 1.679126038946103448e+23
5.731204275931843767e+03 -7.074082054400685626e-06 1.696534574951033125e+14 1.740085016211787500e+14 -1.200142479133139849e+09 -2.088349945258844440e+23
5.732872263206562820e+03 5.657825697565735637e-06 1.697055866032959062e+14 1.740563198997076562e+14 9.601646289045950174e+08 1.671227218050022795e+23
5.734540250481280054e+03 -7.082473052613331082e-06 1.697577138090776562e+14 1.741041402209673438e+14 -1.202304433526038408e+09 -2.093261796829081088e+23
5.736208237755999107e+03 5.674134796963936234e-06 1.698098391138510000e+14 1.741519625832456562e+14 9.635239169827495813e+08 1.677995811384420970e+23
5.737876225030716341e+03 -7.069199923235245452e-06 1.698619625190178125e+14 1.741997869848315000e+14 -1.200788172400028944e+09 -2.091770438459901755e+23
5.739544212305435394e+03 5.667354880221644762e-06 1.699140840259795312e+14 1.742476134240149688e+14 9.629634133230257034e+08 1.677940765861805346e+23
5.741212199580154447e+03 -7.086408839363918404e-06 1.699662036361370625e+14 1.742954418990873750e+14 -1.204450007840249538e+09 -2.099301463618755379e+23
5.742880186854871681e+03 5.636900470249712501e-06 1.700183213508908438e+14 1.743432724083410000e+14 9.583763555739033222e+08 1.670864700295341010e+23
5.744548174129589825e+03 -7.036622496320878072e-06 1.700704371716407812e+14 1.743911049500695312e+14 -1.196721464161093950e+09 -2.086975784525181999e+23
5.746216161404307968e+03 5.623523767654221943e-06 1.701225510997863125e+14 1.744389395225676875e+14 9.566882095236182213e+08 1.668836767230439897e+23
5.747884148679026111e+03 -7.039524599294200887e-06 1.701746631367264375e+14 1.744867761241313438e+14 -1.197948727327589750e+09 -2.090262113933972210e+23
